,authors,publicationNumber,publicationDate,articleNumber,articleTitle,downloadCount,abstract,articleContentType,authorsAffilationCountry,extracted_class
2349,"[{'preferredName': 'Yanhong Li', 'normalizedName': 'Y. Li', 'firstName': 'Yanhong', 'lastName': 'Li', 'searchablePreferredName': 'Yanhong Li', 'id': 38195552400}, {'preferredName': 'Wang Zhang', 'normalizedName': 'W. Zhang', 'firstName': 'Wang', 'lastName': 'Zhang', 'searchablePreferredName': 'Wang Zhang', 'id': 37086702675}, {'preferredName': 'Yunjun Gao', 'normalizedName': 'Y. Gao', 'firstName': 'Yunjun', 'lastName': 'Gao', 'searchablePreferredName': 'Yunjun Gao', 'id': 37633584000}, {'preferredName': 'Qing Li', 'normalizedName': 'Q. Li', 'firstName': 'Qing', 'lastName': 'Li', 'searchablePreferredName': 'Qing Li', 'id': 37277887900}, {'preferredName': 'Lihchyun Shu', 'normalizedName': 'L. Shu', 'firstName': 'Lihchyun', 'lastName': 'Shu', 'searchablePreferredName': 'Lihchyun Shu', 'id': 37359196500}, {'preferredName': 'Changyin Luo', 'normalizedName': 'C. Luo', 'firstName': 'Changyin', 'lastName': 'Luo', 'searchablePreferredName': 'Changyin Luo', 'id': 37086162085}]",6979,May 2023,10034424,DAPC: Answering Why-Not Questions on Top-k Direction-Aware ASK Queries in Polar Coordinates,229,"A direction-aware augmented spatial keyword top- $k$  [::query::] (DAT $k\text{Q}$ ) returns the top- $k$  objects based on a ranking function that considers spatial distance, textual similarity, [::query::] numeric attributes, and [::query::] direction. When a user initiates a DAT $k\text{Q}$ , some user-desired objects (missing objects) may not appear in the [::query::] result set, and then the ...",Journals,"['CHN', 'CHN', 'CHN', 'HKG', 'TWN', 'CHN']",BIOC
2350,"[{'preferredName': 'Fahad Islam', 'normalizedName': 'F. Islam', 'firstName': 'Fahad', 'lastName': 'Islam', 'searchablePreferredName': 'Fahad Islam', 'id': 37085821706}, {'preferredName': 'Abdelaali Hassaine', 'normalizedName': 'A. Hassaine', 'firstName': 'Abdelaali', 'lastName': 'Hassaine', 'searchablePreferredName': 'Abdelaali Hassaine', 'id': 38330330600}, {'preferredName': 'Ali Jaoua', 'normalizedName': 'A. Jaoua', 'firstName': 'Ali', 'lastName': 'Jaoua', 'searchablePreferredName': 'Ali Jaoua', 'id': 37281610500}, {'preferredName': 'Gautam Das', 'normalizedName': 'G. Das', 'firstName': 'Gautam', 'lastName': 'Das', 'searchablePreferredName': 'Gautam Das', 'id': 37086392345}, {'preferredName': 'Nan Zhang', 'normalizedName': 'N. Zhang', 'firstName': 'Nan', 'lastName': 'Zhang', 'searchablePreferredName': 'Nan Zhang', 'id': 37288736400}]",8055744,6-7 Sept. 2017,8079753,Individual Query Cardinality Estimation using Multiple Query Combinations on a Search Engine's Corpus,60,"Most modern search engines feature keyword based search interfaces. These interfaces are usually found on websites belonging to enterprises or governments or sites related to news articles, blogs and social media that contain a large corpus of documents. These collections of documents are not easily indexed by web search engines, and are considered as hidden web databases. These databases provide ...",Conferences,"['QAT', None, 'QAT', None, None]",BIOC
2351,"[{'preferredName': 'Ju Fan', 'normalizedName': 'J. Fan', 'firstName': 'Ju', 'lastName': 'Fan', 'searchablePreferredName': 'Ju Fan', 'id': 37086452846}, {'preferredName': 'Meihui Zhang', 'normalizedName': 'M. Zhang', 'firstName': 'Meihui', 'lastName': 'Zhang', 'searchablePreferredName': 'Meihui Zhang', 'id': 37086503670}, {'preferredName': 'Stanley Kok', 'normalizedName': 'S. Kok', 'firstName': 'Stanley', 'lastName': 'Kok', 'searchablePreferredName': 'Stanley Kok', 'id': 37085364115}, {'preferredName': 'Meiyu Lu', 'normalizedName': 'M. Lu', 'firstName': 'Meiyu', 'lastName': 'Lu', 'searchablePreferredName': 'Meiyu Lu', 'id': 38252438700}, {'preferredName': 'Beng Chin Ooi', 'normalizedName': 'B. C. Ooi', 'firstName': 'Beng Chin', 'lastName': 'Ooi', 'searchablePreferredName': 'Beng Chin Ooi', 'id': 37280645800}]",69,1 Aug. 2015,7052378,CrowdOp: Query Optimization for Declarative Crowdsourcing Systems,1240,"We study the [::query::] optimization problem in declarative crowdsourcing systems. Declarative crowdsourcing is designed to hide the complexities and relieve the user of the burden of dealing with the crowd. The user is only required to submit an SQL-like [::query::] and the system takes the responsibility of compiling the [::query::], generating the execution plan and evaluating in the crowdsour...",Journals,"['CHN', 'CHN', 'SGP', 'SGP', 'SGP']",BIOC
2352,"[{'preferredName': 'Yuan-Ko Huang', 'normalizedName': 'Y. -K. Huang', 'firstName': 'Yuan-Ko', 'lastName': 'Huang', 'searchablePreferredName': 'Yuan-Ko Huang', 'id': 37404517800}]",6287639,2017,7888509,Location-Based Aggregate Queries for Heterogeneous Neighboring Objects,426,"Currently, most of the processing techniques for the conventional location-based [::queries::] focus only on a single type of objects. However, in real-life applications, the user may be interested in obtaining information about different types of objects, in terms of their neighboring relationship. We term the different types of stationary objects closer to each other the heterogeneous neighborin...",Journals,['TWN'],BIOC
2353,"[{'preferredName': 'Yi-Hui Chen', 'normalizedName': 'Y. -H. Chen', 'firstName': 'Yi-Hui', 'lastName': 'Chen', 'searchablePreferredName': 'Yi-Hui Chen', 'id': 37293324900}, {'preferredName': 'Eric Jui-Lin Lu', 'normalizedName': 'E. J. -L. Lu', 'firstName': 'Eric Jui-Lin', 'lastName': 'Lu', 'searchablePreferredName': 'Eric Jui-Lin Lu', 'id': 37685791300}, {'preferredName': 'Ying-Yen Lin', 'normalizedName': 'Y. -Y. Lin', 'firstName': 'Ying-Yen', 'lastName': 'Lin', 'searchablePreferredName': 'Ying-Yen Lin', 'id': 37089540207}]",6287639,2022,9893129,Efficient SPARQL Queries Generator for Question Answering Systems,979,"Much like traditional database [::querying::], the question answering process in a Question Answering (QA) system involves converting a user’s question input into [::query::] grammar, [::querying::] the knowledge base through the [::query::] grammar, and finally returning the [::query::] result (i.e., the answer) to the user. The accuracy of [::query::] grammar generation is therefore important in...",Journals,"['TWN', 'TWN', 'TWN']",BIOC
2354,"[{'preferredName': 'Jiesong Liu', 'normalizedName': 'J. Liu', 'firstName': 'Jiesong', 'lastName': 'Liu', 'searchablePreferredName': 'Jiesong Liu', 'id': 37089498366}, {'preferredName': 'Feng Zhang', 'normalizedName': 'F. Zhang', 'firstName': 'Feng', 'lastName': 'Zhang', 'searchablePreferredName': 'Feng Zhang', 'id': 37085640484}, {'preferredName': 'Hourun Li', 'normalizedName': 'H. Li', 'firstName': 'Hourun', 'lastName': 'Li', 'searchablePreferredName': 'Hourun Li', 'id': 37088993796}, {'preferredName': 'Dalin Wang', 'normalizedName': 'D. Wang', 'firstName': 'Dalin', 'lastName': 'Wang', 'searchablePreferredName': 'Dalin Wang', 'id': 37088992434}, {'preferredName': 'Weitao Wan', 'normalizedName': 'W. Wan', 'firstName': 'Weitao', 'lastName': 'Wan', 'searchablePreferredName': 'Weitao Wan', 'id': 37088990559}, {'preferredName': 'Xiaokun Fang', 'normalizedName': 'X. Fang', 'firstName': 'Xiaokun', 'lastName': 'Fang', 'searchablePreferredName': 'Xiaokun Fang', 'id': 37089496519}, {'preferredName': 'Jidong Zhai', 'normalizedName': 'J. Zhai', 'firstName': 'Jidong', 'lastName': 'Zhai', 'searchablePreferredName': 'Jidong Zhai', 'id': 38242413700}, {'preferredName': 'Xiaoyong Du', 'normalizedName': 'X. Du', 'firstName': 'Xiaoyong', 'lastName': 'Du', 'searchablePreferredName': 'Xiaoyong Du', 'id': 37292289900}]",71,1 Dec. 2022,9782546,Exploring Query Processing on CPU-GPU Integrated Edge Device,569,"Huge amounts of data have been generated on edge devices every day, which requires efficient data analytics and management. However, due to the limited computing capacity of these edge devices, [::query::] processing at the edge faces tremendous pressure. Fortunately, in recent years, hardware vendors have integrated heterogeneous coprocessors, such as GPUs, into the edge device, which can provide...",Journals,"['CHN', 'CHN', 'CHN', 'CHN', 'CHN', 'CHN', 'CHN', 'CHN']",BIOC
2355,"[{'preferredName': 'Xiaoyu Dong', 'normalizedName': 'X. Dong', 'firstName': 'Xiaoyu', 'lastName': 'Dong', 'searchablePreferredName': 'Xiaoyu Dong', 'id': 37089995775}]",10199108,16-17 June 2023,10200421,Pre-training for Personality Assessment Through Search Engine Query Data,36,"Personality assessment through social media is a burgeoning field. Previous work has shown it is possible to compute personality from language like student diaries, tweets, but none of them has reach the search engine [::query::] data. For search engine companies, it is very important to build user profile, and understand the personality of users can promote advertising and conversion rate. Search...",Conferences,['CHN'],BIOC
2356,"[{'preferredName': 'Md. Ashfaqul Haque', 'normalizedName': 'M. A. Haque', 'firstName': 'Md. Ashfaqul', 'lastName': 'Haque', 'searchablePreferredName': 'Md. Ashfaqul Haque', 'id': 37089022123}, {'preferredName': 'Israt Jahan Dristy', 'normalizedName': 'I. J. Dristy', 'firstName': 'Israt Jahan', 'lastName': 'Dristy', 'searchablePreferredName': 'Israt Jahan Dristy', 'id': 37089021881}, {'preferredName': 'Mohammad Tariqul Islam Tuhin', 'normalizedName': 'M. T. I. Tuhin', 'firstName': 'Mohammad Tariqul Islam', 'lastName': 'Tuhin', 'searchablePreferredName': 'Mohammad Tariqul Islam Tuhin', 'id': 37089273827}, {'preferredName': 'Ali Hossain Sagar', 'normalizedName': 'A. H. Sagar', 'firstName': 'Ali Hossain', 'lastName': 'Sagar', 'searchablePreferredName': 'Ali Hossain Sagar', 'id': 37089274397}, {'preferredName': 'Jayed Mohammad Barek', 'normalizedName': 'J. M. Barek', 'firstName': 'Jayed Mohammad', 'lastName': 'Barek', 'searchablePreferredName': 'Jayed Mohammad Barek', 'id': 37089274008}]",9689773,18-20 Dec. 2021,9689884,Prediction on Intent Classification of Java and C# Web queries using Semi-supervision,33,"Proper intent classification of web [::queries::] is significant in providing users with accurate search results. For STEM-related searches, the generalized search engine provides some discrete results, and it becomes challenging to find the desired ones. Here, in our work, we have used a semi-supervised process and compared it with supervising approaches. This process has been done on Java and C#...",Conferences,"['BGD', 'BGD', 'BGD', 'BGD', 'BGD']",BIOC
2357,"[{'preferredName': 'M Uma', 'normalizedName': 'M. Uma', 'firstName': 'M', 'lastName': 'Uma', 'searchablePreferredName': 'M Uma', 'id': 37086401662}, {'preferredName': 'V Sneha', 'normalizedName': 'V. Sneha', 'firstName': 'V', 'lastName': 'Sneha', 'searchablePreferredName': 'V Sneha', 'id': 37087040792}, {'preferredName': 'G Sneha', 'normalizedName': 'G. Sneha', 'firstName': 'G', 'lastName': 'Sneha', 'searchablePreferredName': 'G Sneha', 'id': 37086228026}, {'preferredName': 'J Bhuvana', 'normalizedName': 'J. Bhuvana', 'firstName': 'J', 'lastName': 'Bhuvana', 'searchablePreferredName': 'J Bhuvana', 'id': 38228691300}, {'preferredName': 'B Bharathi', 'normalizedName': 'B. Bharathi', 'firstName': 'B', 'lastName': 'Bharathi', 'searchablePreferredName': 'B Bharathi', 'id': 38068117300}]",8851230,21-23 Feb. 2019,8862080,Formation of SQL from Natural Language Query using NLP,1833,"Today, everyone has their own personal devices that connects to the internet. Every user tries to get the information that they require through internet. Most of the information is in the form of a database. A user who wants to access a database but having limited or no knowledge of database languages faces a challenging and difficult situation. Hence, there is a need for a system that enables the...",Conferences,"['IOT', 'IOT', 'IOT', 'IOT', 'IOT']",BIOC
2358,"[{'preferredName': 'Tomasz Wiktor Wlodarczyk', 'normalizedName': 'T. W. Wlodarczyk', 'firstName': 'Tomasz Wiktor', 'lastName': 'Wlodarczyk', 'searchablePreferredName': 'Tomasz Wiktor Wlodarczyk', 'id': 37548015400}, {'preferredName': 'Yi Han', 'normalizedName': 'Y. Han', 'firstName': 'Yi', 'lastName': 'Han', 'searchablePreferredName': 'Yi Han', 'id': 38067382500}, {'preferredName': 'Chunming Rong', 'normalizedName': 'C. Rong', 'firstName': 'Chunming', 'lastName': 'Rong', 'searchablePreferredName': 'Chunming Rong', 'id': 37411450600}]",5762827,22-25 March 2011,5763552,Performance Analysis of Hadoop for Query Processing,1122,[::Query::] processing using mostly various NoSQL languages becomes a significant application area for Hadoop. Despite significant work on performance improvement of these languages the performance dependence on basic configuration parameters seems not to be fully considered. In this paper we present a relatively comprehensive study into influence the basic configuration parameters have on perform...,Conferences,"['NOR', 'NOR', 'NOR']",BIOC
2359,"[{'preferredName': 'V.Chandra Shekhar Rao', 'normalizedName': 'V. C. S. Rao', 'firstName': 'V.Chandra Shekhar', 'lastName': 'Rao', 'searchablePreferredName': 'V.Chandra Shekhar Rao', 'id': 37085580329}, {'preferredName': 'P. Sammulal', 'normalizedName': 'P. Sammulal', 'firstName': 'P.', 'lastName': 'Sammulal', 'searchablePreferredName': 'P. Sammulal', 'id': 38190381800}]",7016294,11-13 Dec. 2014,7030537,Efficient iceberg query evaluation using set representation,37,"Iceberg [::query::] (IBQ) is a special class of aggregation [::query::] which compute aggregations upon user provided threshold (T). In data mining area, efficient evaluation of iceberg [::queries::] has been attracted by many researchers due to enormous production of data in industries and commercial sectors. In literature, different strategies were found for IBQ evaluation, but using compressed ...",Conferences,"['IOT', 'IOT']",BIOC
2360,"[{'preferredName': 'Mengsu Ding', 'normalizedName': 'M. Ding', 'firstName': 'Mengsu', 'lastName': 'Ding', 'searchablePreferredName': 'Mengsu Ding', 'id': 37086855041}, {'preferredName': 'Shimin Chen', 'normalizedName': 'S. Chen', 'firstName': 'Shimin', 'lastName': 'Chen', 'searchablePreferredName': 'Shimin Chen', 'id': 37085483440}]",8725877,8-11 April 2019,8731431,Efficient Partitioning and Query Processing of Spatio-Temporal Graphs with Trillion Edges,635,"Real-world graphs often contain spatio-temporal information and evolve over time. Compared with static graphs, spatio-temporal graphs present more significant challenges in data volume, data velocity, and [::query::] processing. In this paper, we define a formal spatio-temporal graph model based on real-world applications, and propose PAST, a framework for efficient PArtitioning and [::query::] pr...",Conferences,"[None, None]",BIOC
2361,"[{'preferredName': 'Zongan Jin', 'normalizedName': 'Z. Jin', 'firstName': 'Zongan', 'lastName': 'Jin', 'searchablePreferredName': 'Zongan Jin', 'id': 38474150200}, {'preferredName': 'Zhigang Zhang', 'normalizedName': 'Z. Zhang', 'firstName': 'Zhigang', 'lastName': 'Zhang', 'searchablePreferredName': 'Zhigang Zhang', 'id': 38474025400}, {'preferredName': 'Dong Xie', 'normalizedName': 'D. Xie', 'firstName': 'Dong', 'lastName': 'Xie', 'searchablePreferredName': 'Dong Xie', 'id': 38474106900}]",6262900,14-17 July 2012,6295194,Fuzzy query technology on numeric attribute on uncertain database,101,"There are lots of uncertain data in the information retrieval, sensor data and image processing. Database need to process this uncertain information when it is stored in database. This information can be processed well in uncertain database rather than traditionally certain database. Fuzzy [::query::] technology on numeric attribute on uncertain database is our main work. We implement fuzzy [::que...",Conferences,"['CHN', 'CHN', 'CHN']",BIOC
2362,"[{'preferredName': 'Ruchita Shah', 'normalizedName': 'R. Shah', 'firstName': 'Ruchita', 'lastName': 'Shah', 'searchablePreferredName': 'Ruchita Shah', 'id': 37087212153}, {'preferredName': 'Ami Pandat', 'normalizedName': 'A. Pandat', 'firstName': 'Ami', 'lastName': 'Pandat', 'searchablePreferredName': 'Ami Pandat', 'id': 37087211719}, {'preferredName': 'Minal Bhise', 'normalizedName': 'M. Bhise', 'firstName': 'Minal', 'lastName': 'Bhise', 'searchablePreferredName': 'Minal Bhise', 'id': 38232545100}]",8766335,14-16 Dec. 2018,8783006,Query Processing for Streaming RDF Data,160,"Nowadays enormous amount of data is generated due to growing use of sensor technologies in various real-time application domains like social network, weather, transportation and healthcare. This data is mostly in the form of continuous streams. To process such streams RDF Stream Processing technology is used in which streams are represented in RDF format. The goal of this paper is to develop the [...",Conferences,"['IOT', 'IOT', 'IOT']",BIOC
2363,"[{'preferredName': 'Pooja Rajan Inamdar', 'normalizedName': 'P. R. Inamdar', 'firstName': 'Pooja Rajan', 'lastName': 'Inamdar', 'searchablePreferredName': 'Pooja Rajan Inamdar', 'id': 37085794070}, {'preferredName': 'Dayanand D. Ambawade', 'normalizedName': 'D. D. Ambawade', 'firstName': 'Dayanand D.', 'lastName': 'Ambawade', 'searchablePreferredName': 'Dayanand D. Ambawade', 'id': 37706286500}]",7449733,29-31 Oct. 2015,7456956,Query language framework for pre-silicon debug,58,"In pre-silicon verification, debugging is done on large log files to analyze the causes of test failures. For this, verification engineers need to evaluate whether different flows of events have occurred during the test run, based on the values in log files. These complex flows can be evaluated more efficiently if the log information is converted to database. But, limited knowledge of SQL like [::...",Conferences,"['IOT', 'IOT']",BIOC
2364,"[{'preferredName': 'Theeradol Boonprapasri', 'normalizedName': 'T. Boonprapasri', 'firstName': 'Theeradol', 'lastName': 'Boonprapasri', 'searchablePreferredName': 'Theeradol Boonprapasri', 'id': 37085670750}, {'preferredName': 'Gridaphat Sriharee', 'normalizedName': 'G. Sriharee', 'firstName': 'Gridaphat', 'lastName': 'Sriharee', 'searchablePreferredName': 'Gridaphat Sriharee', 'id': 38581213900}]",7394814,23-26 Nov. 2015,7401414,An applied ontology: A semantic query builder for health GIS system,143,"GIS information is important for e-Health surveillance because such information is required for monitoring, exchanging and shared across health GIS systems. However, interacting with the health GIS system is difficult for the users who may have less knowledge about GIS systems. This paper proposes a semantic [::query::] builder that provides a [::query::] service and can interact with health GIS s...",Conferences,"['THA', 'THA']",BIOC
2365,"[{'preferredName': 'Sungmin Yi', 'normalizedName': 'S. Yi', 'firstName': 'Sungmin', 'lastName': 'Yi', 'searchablePreferredName': 'Sungmin Yi', 'id': 38255103000}, {'preferredName': 'HaRim Jung', 'normalizedName': 'H. Jung', 'firstName': 'HaRim', 'lastName': 'Jung', 'searchablePreferredName': 'HaRim Jung', 'id': 37065899000}, {'preferredName': 'Jun Pyo Park', 'normalizedName': 'J. P. Park', 'firstName': 'Jun Pyo', 'lastName': 'Park', 'searchablePreferredName': 'Jun Pyo Park', 'id': 38256967200}, {'preferredName': 'Yon Dohn Chung', 'normalizedName': 'Y. D. Chung', 'firstName': 'Yon Dohn', 'lastName': 'Chung', 'searchablePreferredName': 'Yon Dohn Chung', 'id': 38189876900}]",6034697,16-18 Sept. 2011,6058108,On processing view field nearest neighbor queries on the R∗-tree,108,"This paper addresses a new type of spatial [::queries::], called the view field nearest neighbor (VFNN) [::query::]. Given a user&#39;s location (i.e., [::query::] point) and a user&#39;s view field (i.e., [::query::] view field), VFNN [::query::] finds the nearest data object that falls within the user&#39;s view field. To support efficient processing of VFNN [::queries::], we utilize the R*-tree, one of the...",Conferences,"['PRK', None, None, None]",BIOC
2366,"[{'preferredName': 'Daichi Amagata', 'normalizedName': 'D. Amagata', 'firstName': 'Daichi', 'lastName': 'Amagata', 'searchablePreferredName': 'Daichi Amagata', 'id': 37061886000}, {'preferredName': 'Yuya Sasaki', 'normalizedName': 'Y. Sasaki', 'firstName': 'Yuya', 'lastName': 'Sasaki', 'searchablePreferredName': 'Yuya Sasaki', 'id': 37894851600}, {'preferredName': 'Takahiro Hara', 'normalizedName': 'T. Hara', 'firstName': 'Takahiro', 'lastName': 'Hara', 'searchablePreferredName': 'Takahiro Hara', 'id': 37277896700}, {'preferredName': 'Shojiro Nishio', 'normalizedName': 'S. Nishio', 'firstName': 'Shojiro', 'lastName': 'Nishio', 'searchablePreferredName': 'Shojiro Nishio', 'id': 37268224100}]",6568397,3-6 June 2013,6569142,A Robust Routing Method for Top-k Queries in Mobile Ad Hoc Networks,147,"In mobile ad hoc networks (MANETs), to acquire only necessary data items, it is effective for each mobile node to retrieve data items using a top-k [::query::]. In our previous work, we proposed a routing method for top-k [::query::] processing to reduce traffic while keeping highly accurate [::query::] result by using a routing table. This method performs [::query::] transmission by unicast to ea...",Conferences,"['JPN', 'JPN', None, 'JPN']",BIOC
2367,"[{'preferredName': 'Rituraj Rituraj', 'normalizedName': 'R. Rituraj', 'firstName': 'Rituraj', 'lastName': 'Rituraj', 'searchablePreferredName': 'Rituraj Rituraj', 'id': 37088415558}, {'preferredName': 'Annamária R. Várkonyi Kóczy', 'normalizedName': 'A. R. Várkonyi Kóczy', 'firstName': 'Annamária R.', 'lastName': 'Várkonyi Kóczy', 'searchablePreferredName': 'Annamária R. Várkonyi Kóczy', 'id': 38271886000}]",9104828,23-25 Jan. 2020,9108713,Advantages of Anytime Algorithm for Multi-Objective Query Optimization,147,"Data is becoming an important source of information these days. According to the recent Forbes survey, there are 2.5 quintillion bytes of data created each day at our current pace. While getting these amounts of data, it is necessary to process them in order to extract information. These data can be accessed in many ways in order to get meaningful information. This paper only deals with the [::que...",Conferences,"['HUN', 'HUN']",BIOC
2368,"[{'preferredName': 'Ahmad Fikri Zulfikar', 'normalizedName': 'A. F. Zulfikar', 'firstName': 'Ahmad Fikri', 'lastName': 'Zulfikar', 'searchablePreferredName': 'Ahmad Fikri Zulfikar', 'id': 37087129642}, {'preferredName': 'Harco Leslie Hendric Spits Warnas', 'normalizedName': 'H. Leslie Hendric Spits Warnas', 'firstName': 'Harco', 'lastName': 'Leslie Hendric Spits Warnas', 'searchablePreferredName': 'Harco Leslie Hendric Spits Warnas', 'id': 37087131362}, {'preferredName': 'Ford Lumban Gaol', 'normalizedName': 'F. L. Gaol', 'firstName': 'Ford Lumban', 'lastName': 'Gaol', 'searchablePreferredName': 'Ford Lumban Gaol', 'id': 37659355900}, {'preferredName': 'Edi Abdurachman', 'normalizedName': 'E. Abdurachman', 'firstName': 'Edi', 'lastName': 'Abdurachman', 'searchablePreferredName': 'Edi Abdurachman', 'id': 37086066801}, {'preferredName': 'Benfano Soewito', 'normalizedName': 'B. Soewito', 'firstName': 'Benfano', 'lastName': 'Soewito', 'searchablePreferredName': 'Benfano Soewito', 'id': 37945577700}]",8933308,24-25 July 2019,8938548,Query Optimization for Distributed Databases uses a Semi-join Based Approach (SBA) with the SDD-1 Algorithm,432,"This study implements a semi-join approach with the SDD-1 algorithm to obtain a fast [::query::] process and find out the benefits and costs of the semi-join method. The subject of this study is a distributed banking database with 8,910 data sets. Optimization is done with three (3) [::query::] processes that obtain a 600% speed increase, for the first [::query::] process it resulted in an increas...",Conferences,"['IDN', 'IDN', 'IDN', 'IDN', 'IDN']",BIOC
2369,"[{'preferredName': 'Satoshi Fukuda', 'normalizedName': 'S. Fukuda', 'firstName': 'Satoshi', 'lastName': 'Fukuda', 'searchablePreferredName': 'Satoshi Fukuda', 'id': 37086766676}, {'preferredName': 'Ryota Kawashima', 'normalizedName': 'R. Kawashima', 'firstName': 'Ryota', 'lastName': 'Kawashima', 'searchablePreferredName': 'Ryota Kawashima', 'id': 38561092800}, {'preferredName': 'Shoichi Saito', 'normalizedName': 'S. Saito', 'firstName': 'Shoichi', 'lastName': 'Saito', 'searchablePreferredName': 'Shoichi Saito', 'id': 37673127700}, {'preferredName': 'Hiroshi Matsuo', 'normalizedName': 'H. Matsuo', 'firstName': 'Hiroshi', 'lastName': 'Matsuo', 'searchablePreferredName': 'Hiroshi Matsuo', 'id': 37672098700}]",6724093,4-6 Dec. 2013,6726887,Improving Response Time for Cassandra with Query Scheduling,262,"A management of large-scale data becomes more important, along with the spread of cloud service and the speed-up of networks. Since data management on a single machine can cause performance and scalability problems, data management across multiple machines has been proposed. Distributed Key Value Store(KVS) is a data store which manages data across multiple machines. Since distributed KVSs manage ...",Conferences,"['JPN', 'JPN', 'JPN', 'JPN']",BIOC
2370,"[{'preferredName': 'Yutaka Ohsawa', 'normalizedName': 'Y. Ohsawa', 'firstName': 'Yutaka', 'lastName': 'Ohsawa', 'searchablePreferredName': 'Yutaka Ohsawa', 'id': 37086160090}, {'preferredName': 'Htoo Htoo', 'normalizedName': 'H. Htoo', 'firstName': 'Htoo', 'lastName': 'Htoo', 'searchablePreferredName': 'Htoo Htoo', 'id': 37086159925}]",7960738,29 May-1 June 2017,7962469,Top-k Sequenced Route Queries,138,"Given a current point, a final destination, and visiting data point categories on a trip, a sequenced route [::query::] finds the shortest route which meets the [::query::] condition. Several algorithms have been proposed targeting to this [::query::]. When this [::query::] is used in real applications, the popularity of the visiting points (for example, restaurant, shopping center, etc.) in a tri...",Conferences,"['JPN', 'JPN']",BIOC
2371,"[{'preferredName': 'Rada Chirkova', 'normalizedName': 'R. Chirkova', 'firstName': 'Rada', 'lastName': 'Chirkova', 'searchablePreferredName': 'Rada Chirkova'}]",8016794,May 2014,8130181,Combined-Semantics Equivalence and Minimization of Conjunctive Queries,0,"The problems of [::query::] containment, equivalence and minimization are fundamental problems in the context of [::query::] processing and optimization. In their classic work published in 1977 [Chandra, A. and Merlin, P. (1977) Optimal Implementation of Conjunctive [::Queries::] in Relational Data Bases. Proc. ACM STOC, Boulder, CO, USA, May 4–6, pp. 77–90, ACM, USA], Chandra and Merlin solved th...",Journals,[None],BIOC
2372,"[{'preferredName': 'Houjun Tang', 'normalizedName': 'H. Tang', 'firstName': 'Houjun', 'lastName': 'Tang', 'searchablePreferredName': 'Houjun Tang', 'id': 37086194920}, {'preferredName': 'Suren Byna', 'normalizedName': 'S. Byna', 'firstName': 'Suren', 'lastName': 'Byna', 'searchablePreferredName': 'Suren Byna', 'id': 37085862825}, {'preferredName': 'Bin Dong', 'normalizedName': 'B. Dong', 'firstName': 'Bin', 'lastName': 'Dong', 'searchablePreferredName': 'Bin Dong', 'id': 37085483889}, {'preferredName': 'Quincey Koziol', 'normalizedName': 'Q. Koziol', 'firstName': 'Quincey', 'lastName': 'Koziol', 'searchablePreferredName': 'Quincey Koziol', 'id': 37085424277}]",9142309,18-22 May 2020,9150318,Parallel Query Service for Object-centric Data Management Systems,126,"While large-scale scientific experiments and simulations produce massive amounts of data, a small fraction of data contains useful information. Efficient [::querying::] on such volume of data to extract that information increases the productivity of the scientific discovery process. Although [::querying::] has been explored extensively in relational databases, research and adoption of [::querying:...",Conferences,"['USA', None, 'USA', None]",BIOC
2373,"[{'preferredName': 'Ken C.K. Lee', 'normalizedName': 'K. C. K. Lee', 'firstName': 'Ken C.K.', 'lastName': 'Lee', 'searchablePreferredName': 'Ken C.K. Lee', 'id': 37281503700}, {'preferredName': 'Baihua Zheng', 'normalizedName': 'B. Zheng', 'firstName': 'Baihua', 'lastName': 'Zheng', 'searchablePreferredName': 'Baihua Zheng', 'id': 37272833500}, {'preferredName': 'Cindy Chen', 'normalizedName': 'C. Chen', 'firstName': 'Cindy', 'lastName': 'Chen', 'searchablePreferredName': 'Cindy Chen', 'id': 38045628200}, {'preferredName': 'Chi-Yin Chow', 'normalizedName': 'C. -Y. Chow', 'firstName': 'Chi-Yin', 'lastName': 'Chow', 'searchablePreferredName': 'Chi-Yin Chow', 'id': 37277379200}]",69,Nov. 2013,6341729,Efficient Index-Based Approaches for Skyline Queries in Location-Based Applications,653,"Enriching many location-based applications, various new skyline [::queries::] are proposed and formulated based on the notion of locational dominance, which extends conventional one by taking objects&#39; nearness to [::query::] positions into account additional to objects&#39; nonspatial attributes. To answer a representative class of skyline [::queries::] for location-based applications efficiently, thi...",Journals,"['USA', 'SGP', 'USA', 'UKR']",BIOC
